[DEBUG] 2020-02-17 11:07:11.233 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-02-17 11:07:11.234 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-02-17 11:07:11.243 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-02-17 11:07:11.298 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-02-17 11:07:11.301 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-02-17 11:07:11.444 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-02-17 11:07:11.734 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-02-17 11:07:11.766 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-02-17 11:07:11.767 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2020-02-17 11:07:11.821 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@2dd8239
[DEBUG] 2020-02-17 11:07:11.821 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@2dd8239
[DEBUG] 2020-02-17 11:07:11.825 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@93f432e
[DEBUG] 2020-02-17 11:07:11.825 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@93f432e
[DEBUG] 2020-02-17 11:07:11.827 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@2bebb74f
[DEBUG] 2020-02-17 11:07:11.827 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@2bebb74f
[DEBUG] 2020-02-17 11:07:11.828 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@3f9f71ff
[DEBUG] 2020-02-17 11:07:11.828 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@3f9f71ff
[DEBUG] 2020-02-17 11:07:11.829 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@ad3324b
[DEBUG] 2020-02-17 11:07:11.829 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@ad3324b
[DEBUG] 2020-02-17 11:07:11.830 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@48eb9836
[DEBUG] 2020-02-17 11:07:11.830 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@48eb9836
[DEBUG] 2020-02-17 11:07:11.831 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@74294c1a
[DEBUG] 2020-02-17 11:07:11.831 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@74294c1a
[DEBUG] 2020-02-17 11:07:11.832 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@e8ea697
[DEBUG] 2020-02-17 11:07:11.833 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@e8ea697
[DEBUG] 2020-02-17 11:07:11.834 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@7fcf294e
[DEBUG] 2020-02-17 11:07:11.834 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@7fcf294e
[DEBUG] 2020-02-17 11:07:11.835 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@46c3a14d
[DEBUG] 2020-02-17 11:07:11.836 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@46c3a14d
[DEBUG] 2020-02-17 11:07:11.837 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@4d1f1ff5
[DEBUG] 2020-02-17 11:07:11.837 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@4d1f1ff5
[DEBUG] 2020-02-17 11:07:11.837 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@4d1f1ff5
[DEBUG] 2020-02-17 11:07:11.838 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@61a1ea2c
[DEBUG] 2020-02-17 11:07:11.839 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@131ff6fa
[DEBUG] 2020-02-17 11:07:11.839 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@131ff6fa
[DEBUG] 2020-02-17 11:07:11.839 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@131ff6fa
[DEBUG] 2020-02-17 11:07:11.839 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@2184b4f4
[DEBUG] 2020-02-17 11:07:11.841 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@35764bef
[DEBUG] 2020-02-17 11:07:11.841 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@35764bef
[DEBUG] 2020-02-17 11:07:11.842 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@778d82e9
[DEBUG] 2020-02-17 11:07:11.842 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@778d82e9
[DEBUG] 2020-02-17 11:07:11.843 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@10cd6753
[DEBUG] 2020-02-17 11:07:11.843 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@10cd6753
[DEBUG] 2020-02-17 11:07:11.844 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@260ff5b7
[DEBUG] 2020-02-17 11:07:11.844 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@260ff5b7
[DEBUG] 2020-02-17 11:07:11.845 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@58860997
[DEBUG] 2020-02-17 11:07:11.845 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@58860997
[DEBUG] 2020-02-17 11:07:11.845 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@199bc830
[DEBUG] 2020-02-17 11:07:11.846 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@3e15bb06
[DEBUG] 2020-02-17 11:07:11.846 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@3e15bb06
[DEBUG] 2020-02-17 11:07:11.847 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@3e15bb06
[DEBUG] 2020-02-17 11:07:11.850 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@2f61d591
[DEBUG] 2020-02-17 11:07:11.851 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@2f61d591
[DEBUG] 2020-02-17 11:07:11.851 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@2f61d591
[DEBUG] 2020-02-17 11:07:11.851 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@1416cf9f
[DEBUG] 2020-02-17 11:07:11.852 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@2dfe5525
[DEBUG] 2020-02-17 11:07:11.852 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@6d303498
[DEBUG] 2020-02-17 11:07:11.852 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@6d303498
[DEBUG] 2020-02-17 11:07:11.852 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@6d303498
[DEBUG] 2020-02-17 11:07:11.853 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@29eda4f8
[DEBUG] 2020-02-17 11:07:11.853 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@29eda4f8
[DEBUG] 2020-02-17 11:07:11.853 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@29eda4f8
[DEBUG] 2020-02-17 11:07:11.854 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@3d5790ea
[DEBUG] 2020-02-17 11:07:11.854 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@56913163
[DEBUG] 2020-02-17 11:07:11.855 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@7158daf2
[DEBUG] 2020-02-17 11:07:11.855 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@7158daf2
[DEBUG] 2020-02-17 11:07:11.855 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@e8e0dec
[DEBUG] 2020-02-17 11:07:11.856 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@1a6cf771
[DEBUG] 2020-02-17 11:07:11.856 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@1a6cf771
[DEBUG] 2020-02-17 11:07:11.857 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@18acfe88
[DEBUG] 2020-02-17 11:07:11.857 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@18acfe88
[DEBUG] 2020-02-17 11:07:11.858 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@19962194
[DEBUG] 2020-02-17 11:07:11.858 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@3cbf1ba4
[DEBUG] 2020-02-17 11:07:11.859 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@2b9f74d0
[DEBUG] 2020-02-17 11:07:11.861 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@706fe5c6
[DEBUG] 2020-02-17 11:07:11.861 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@706fe5c6
[DEBUG] 2020-02-17 11:07:11.861 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@6b3f6585
[DEBUG] 2020-02-17 11:07:11.862 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@282ffbf5
[DEBUG] 2020-02-17 11:07:11.862 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@3e104d4b
[DEBUG] 2020-02-17 11:07:11.862 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@55e2fe3c
[DEBUG] 2020-02-17 11:07:11.862 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@45e1aa48
[DEBUG] 2020-02-17 11:07:11.862 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@12c60152
[DEBUG] 2020-02-17 11:07:11.862 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@2e807c54
[DEBUG] 2020-02-17 11:07:11.862 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@6cd164a6
[DEBUG] 2020-02-17 11:07:11.885 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2020-02-17 11:07:11.886 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2020-02-17 11:07:11.886 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-02-17 11:07:11.886 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-02-17 11:07:11.887 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2020-02-17 11:07:11.889 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2020-02-17 11:07:11.890 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2020-02-17 11:07:11.891 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-02-17 11:07:11.891 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2020-02-17 11:07:11.892 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2020-02-17 11:07:11.892 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2020-02-17 11:07:11.892 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2020-02-17 11:07:11.892 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-02-17 11:07:11.893 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[INFO ] 2020-02-17 11:07:11.897 [main] C3P0ConnectionProvider - HHH010002: C3P0 using driver: com.mysql.cj.jdbc.Driver at URL: jdbc:mysql://localhost:3306/BookshelfBansheeTest
[INFO ] 2020-02-17 11:07:11.897 [main] C3P0ConnectionProvider - HHH10001001: Connection properties: {password=****, user=root}
[INFO ] 2020-02-17 11:07:11.897 [main] C3P0ConnectionProvider - HHH10001003: Autocommit mode: false
[INFO ] 2020-02-17 11:07:12.111 [main] C3P0ConnectionProvider - HHH10001007: JDBC isolation level: <unknown>
[DEBUG] 2020-02-17 11:07:12.293 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.16
      major : 8
      minor : 0
[DEBUG] 2020-02-17 11:07:12.302 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.16 (Revision: 34cbc6bc61f72836e26327537a432d6db7c77de6)
      major : 8
      minor : 0
[DEBUG] 2020-02-17 11:07:12.302 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2020-02-17 11:07:12.375 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
[DEBUG] 2020-02-17 11:07:12.396 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2020-02-17 11:07:12.412 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2020-02-17 11:07:12.440 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2020-02-17 11:07:12.442 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@28f9fedd] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@17947e6d]
[DEBUG] 2020-02-17 11:07:12.468 [main] AnnotationMetadataSourceProcessorImpl - Encountered a non-categorized annotated class [com.bookshelfBanshee.entity.Role]; ignoring
[DEBUG] 2020-02-17 11:07:12.479 [main] AnnotationBinder - Binding entity from annotated class: com.bookshelfBanshee.entity.User
[DEBUG] 2020-02-17 11:07:12.493 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2020-02-17 11:07:12.497 [main] EntityBinder - Import with entity name User
[DEBUG] 2020-02-17 11:07:12.498 [main] EntityBinder - Bind entity com.bookshelfBanshee.entity.User on table user
[DEBUG] 2020-02-17 11:07:12.513 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=id, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-02-17 11:07:12.515 [main] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2020-02-17 11:07:12.516 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.bookshelfBanshee.entity.User:id]
[DEBUG] 2020-02-17 11:07:12.518 [main] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2020-02-17 11:07:12.519 [main] PropertyBinder - Building property id
[DEBUG] 2020-02-17 11:07:12.522 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2020-02-17 11:07:12.523 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=password, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-02-17 11:07:12.523 [main] PropertyBinder - MetadataSourceProcessor property password with lazy=false
[DEBUG] 2020-02-17 11:07:12.523 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.bookshelfBanshee.entity.User:password]
[DEBUG] 2020-02-17 11:07:12.523 [main] SimpleValueBinder - building SimpleValue for password
[DEBUG] 2020-02-17 11:07:12.523 [main] PropertyBinder - Building property password
[DEBUG] 2020-02-17 11:07:12.524 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=username, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-02-17 11:07:12.524 [main] PropertyBinder - MetadataSourceProcessor property username with lazy=false
[DEBUG] 2020-02-17 11:07:12.524 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.bookshelfBanshee.entity.User:username]
[DEBUG] 2020-02-17 11:07:12.524 [main] SimpleValueBinder - building SimpleValue for username
[DEBUG] 2020-02-17 11:07:12.524 [main] PropertyBinder - Building property username
[DEBUG] 2020-02-17 11:07:12.525 [main] SimpleValueBinder - Starting fillSimpleValue for id
[DEBUG] 2020-02-17 11:07:12.526 [main] SimpleValueBinder - Starting fillSimpleValue for password
[DEBUG] 2020-02-17 11:07:12.526 [main] SimpleValueBinder - Starting fillSimpleValue for username
[DEBUG] 2020-02-17 11:07:12.527 [main] PrimaryKey - Forcing column [id] to be non-null as it is part of the primary key for table [user]
[DEBUG] 2020-02-17 11:07:12.549 [main] SessionFactoryImpl - Building session factory
[DEBUG] 2020-02-17 11:07:12.550 [main] Settings - SessionFactory name : null
[DEBUG] 2020-02-17 11:07:12.550 [main] Settings - Automatic flush during beforeCompletion(): enabled
[DEBUG] 2020-02-17 11:07:12.550 [main] Settings - Automatic session close at end of transaction: disabled
[DEBUG] 2020-02-17 11:07:12.550 [main] Settings - Statistics: disabled
[DEBUG] 2020-02-17 11:07:12.550 [main] Settings - Deleted entity synthetic identifier rollback: disabled
[DEBUG] 2020-02-17 11:07:12.550 [main] Settings - Default entity-mode: pojo
[DEBUG] 2020-02-17 11:07:12.550 [main] Settings - Check Nullability in Core (should be disabled when Bean Validation is on): enabled
[DEBUG] 2020-02-17 11:07:12.550 [main] Settings - Allow initialization of lazy state outside session : disabled
[DEBUG] 2020-02-17 11:07:12.550 [main] Settings - Using BatchFetchStyle : LEGACY
[DEBUG] 2020-02-17 11:07:12.551 [main] Settings - Default batch fetch size: -1
[DEBUG] 2020-02-17 11:07:12.551 [main] Settings - Maximum outer join fetch depth: 2
[DEBUG] 2020-02-17 11:07:12.551 [main] Settings - Default null ordering: NONE
[DEBUG] 2020-02-17 11:07:12.551 [main] Settings - Order SQL updates by primary key: disabled
[DEBUG] 2020-02-17 11:07:12.551 [main] Settings - Order SQL inserts for batching: disabled
[DEBUG] 2020-02-17 11:07:12.551 [main] Settings - multi-tenancy strategy : NONE
[DEBUG] 2020-02-17 11:07:12.551 [main] Settings - JTA Track by Thread: enabled
[DEBUG] 2020-02-17 11:07:12.551 [main] Settings - Query language substitutions: {}
