[DEBUG] 2020-02-17 11:05:03.568 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-02-17 11:05:03.569 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-02-17 11:05:03.573 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-02-17 11:05:03.645 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-02-17 11:05:03.649 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-02-17 11:05:03.819 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-02-17 11:05:04.115 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-02-17 11:05:04.139 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-02-17 11:05:04.140 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2020-02-17 11:05:04.220 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@71f0b72e
[DEBUG] 2020-02-17 11:05:04.220 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@71f0b72e
[DEBUG] 2020-02-17 11:05:04.221 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@3681037
[DEBUG] 2020-02-17 11:05:04.222 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@3681037
[DEBUG] 2020-02-17 11:05:04.223 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@228cea97
[DEBUG] 2020-02-17 11:05:04.223 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@228cea97
[DEBUG] 2020-02-17 11:05:04.224 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@47fbc56
[DEBUG] 2020-02-17 11:05:04.225 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@47fbc56
[DEBUG] 2020-02-17 11:05:04.226 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@497aec8c
[DEBUG] 2020-02-17 11:05:04.226 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@497aec8c
[DEBUG] 2020-02-17 11:05:04.226 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@497aec8c
[DEBUG] 2020-02-17 11:05:04.227 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@3f628ce9
[DEBUG] 2020-02-17 11:05:04.227 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@5fac521d
[DEBUG] 2020-02-17 11:05:04.228 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@5fac521d
[DEBUG] 2020-02-17 11:05:04.228 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@5fac521d
[DEBUG] 2020-02-17 11:05:04.228 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@7a0f244f
[DEBUG] 2020-02-17 11:05:04.230 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@27a2a089
[DEBUG] 2020-02-17 11:05:04.230 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@27a2a089
[DEBUG] 2020-02-17 11:05:04.231 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@5ac6c4f2
[DEBUG] 2020-02-17 11:05:04.231 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@5ac6c4f2
[DEBUG] 2020-02-17 11:05:04.232 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@78525ef9
[DEBUG] 2020-02-17 11:05:04.232 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@78525ef9
[DEBUG] 2020-02-17 11:05:04.232 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@350a94ce
[DEBUG] 2020-02-17 11:05:04.233 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@350a94ce
[DEBUG] 2020-02-17 11:05:04.233 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@5fbdc49b
[DEBUG] 2020-02-17 11:05:04.233 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@5fbdc49b
[DEBUG] 2020-02-17 11:05:04.234 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@7be3a9ce
[DEBUG] 2020-02-17 11:05:04.234 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@476e8796
[DEBUG] 2020-02-17 11:05:04.234 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@476e8796
[DEBUG] 2020-02-17 11:05:04.235 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@476e8796
[DEBUG] 2020-02-17 11:05:04.236 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@61d84e08
[DEBUG] 2020-02-17 11:05:04.236 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@61d84e08
[DEBUG] 2020-02-17 11:05:04.236 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@61d84e08
[DEBUG] 2020-02-17 11:05:04.237 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@7397c6
[DEBUG] 2020-02-17 11:05:04.237 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@107f4980
[DEBUG] 2020-02-17 11:05:04.238 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@f08fdce
[DEBUG] 2020-02-17 11:05:04.238 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@f08fdce
[DEBUG] 2020-02-17 11:05:04.238 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@f08fdce
[DEBUG] 2020-02-17 11:05:04.238 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@f288c14
[DEBUG] 2020-02-17 11:05:04.239 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@f288c14
[DEBUG] 2020-02-17 11:05:04.239 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@f288c14
[DEBUG] 2020-02-17 11:05:04.239 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@17b6d426
[DEBUG] 2020-02-17 11:05:04.240 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@46a953cf
[DEBUG] 2020-02-17 11:05:04.241 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@7b7683d4
[DEBUG] 2020-02-17 11:05:04.241 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@7b7683d4
[DEBUG] 2020-02-17 11:05:04.244 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@76ddd61a
[DEBUG] 2020-02-17 11:05:04.245 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@24934262
[DEBUG] 2020-02-17 11:05:04.245 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@24934262
[DEBUG] 2020-02-17 11:05:04.246 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@6e33fcae
[DEBUG] 2020-02-17 11:05:04.246 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@6e33fcae
[DEBUG] 2020-02-17 11:05:04.246 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@4554de02
[DEBUG] 2020-02-17 11:05:04.247 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@4422dd48
[DEBUG] 2020-02-17 11:05:04.247 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@6ecab872
[DEBUG] 2020-02-17 11:05:04.250 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@6c42f2a1
[DEBUG] 2020-02-17 11:05:04.250 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@6c42f2a1
[DEBUG] 2020-02-17 11:05:04.250 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@1aa6e3c0
[DEBUG] 2020-02-17 11:05:04.250 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@3531f3ca
[DEBUG] 2020-02-17 11:05:04.250 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@7fcf294e
[DEBUG] 2020-02-17 11:05:04.250 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@4867ab9f
[DEBUG] 2020-02-17 11:05:04.250 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@65f2f9b0
[DEBUG] 2020-02-17 11:05:04.250 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@5fe7f967
[DEBUG] 2020-02-17 11:05:04.251 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@59e43e8c
[DEBUG] 2020-02-17 11:05:04.251 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@2caa5d7c
[DEBUG] 2020-02-17 11:05:04.275 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2020-02-17 11:05:04.275 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2020-02-17 11:05:04.276 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-02-17 11:05:04.276 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-02-17 11:05:04.276 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2020-02-17 11:05:04.278 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2020-02-17 11:05:04.279 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2020-02-17 11:05:04.280 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-02-17 11:05:04.281 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2020-02-17 11:05:04.281 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2020-02-17 11:05:04.282 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2020-02-17 11:05:04.282 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2020-02-17 11:05:04.282 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-02-17 11:05:04.283 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[INFO ] 2020-02-17 11:05:04.287 [main] C3P0ConnectionProvider - HHH010002: C3P0 using driver: com.mysql.cj.jdbc.Driver at URL: jdbc:mysql://localhost:3306/BookshelfBansheeTest
[INFO ] 2020-02-17 11:05:04.287 [main] C3P0ConnectionProvider - HHH10001001: Connection properties: {password=****, user=root}
[INFO ] 2020-02-17 11:05:04.289 [main] C3P0ConnectionProvider - HHH10001003: Autocommit mode: false
[INFO ] 2020-02-17 11:05:04.444 [main] C3P0ConnectionProvider - HHH10001007: JDBC isolation level: <unknown>
[DEBUG] 2020-02-17 11:05:04.596 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.16
      major : 8
      minor : 0
[DEBUG] 2020-02-17 11:05:04.596 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.16 (Revision: 34cbc6bc61f72836e26327537a432d6db7c77de6)
      major : 8
      minor : 0
[DEBUG] 2020-02-17 11:05:04.597 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2020-02-17 11:05:04.640 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
[DEBUG] 2020-02-17 11:05:04.654 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2020-02-17 11:05:04.694 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2020-02-17 11:05:04.746 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2020-02-17 11:05:04.750 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@597f0937] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@7ad1caa2]
[DEBUG] 2020-02-17 11:05:04.800 [main] AnnotationMetadataSourceProcessorImpl - Encountered a non-categorized annotated class [com.bookshelfBanshee.entity.Role]; ignoring
[DEBUG] 2020-02-17 11:05:04.817 [main] AnnotationBinder - Binding entity from annotated class: com.bookshelfBanshee.entity.User
[DEBUG] 2020-02-17 11:05:04.902 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2020-02-17 11:05:04.915 [main] EntityBinder - Import with entity name User
[DEBUG] 2020-02-17 11:05:04.917 [main] EntityBinder - Bind entity com.bookshelfBanshee.entity.User on table user
[DEBUG] 2020-02-17 11:05:04.947 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=id, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-02-17 11:05:04.950 [main] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2020-02-17 11:05:04.951 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.bookshelfBanshee.entity.User:id]
[DEBUG] 2020-02-17 11:05:04.952 [main] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2020-02-17 11:05:04.954 [main] PropertyBinder - Building property id
[DEBUG] 2020-02-17 11:05:04.959 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2020-02-17 11:05:04.960 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=password, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-02-17 11:05:04.960 [main] PropertyBinder - MetadataSourceProcessor property password with lazy=false
[DEBUG] 2020-02-17 11:05:04.961 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.bookshelfBanshee.entity.User:password]
[DEBUG] 2020-02-17 11:05:04.961 [main] SimpleValueBinder - building SimpleValue for password
[DEBUG] 2020-02-17 11:05:04.961 [main] PropertyBinder - Building property password
[DEBUG] 2020-02-17 11:05:04.961 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=username, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-02-17 11:05:04.961 [main] PropertyBinder - MetadataSourceProcessor property username with lazy=false
[DEBUG] 2020-02-17 11:05:04.961 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.bookshelfBanshee.entity.User:username]
[DEBUG] 2020-02-17 11:05:04.961 [main] SimpleValueBinder - building SimpleValue for username
[DEBUG] 2020-02-17 11:05:04.961 [main] PropertyBinder - Building property username
[DEBUG] 2020-02-17 11:05:04.963 [main] SimpleValueBinder - Starting fillSimpleValue for id
[DEBUG] 2020-02-17 11:05:04.963 [main] SimpleValueBinder - Starting fillSimpleValue for password
[DEBUG] 2020-02-17 11:05:04.963 [main] SimpleValueBinder - Starting fillSimpleValue for username
[DEBUG] 2020-02-17 11:05:04.964 [main] PrimaryKey - Forcing column [id] to be non-null as it is part of the primary key for table [user]
[DEBUG] 2020-02-17 11:05:05.008 [main] SessionFactoryImpl - Building session factory
[DEBUG] 2020-02-17 11:05:05.010 [main] Settings - SessionFactory name : null
[DEBUG] 2020-02-17 11:05:05.010 [main] Settings - Automatic flush during beforeCompletion(): enabled
[DEBUG] 2020-02-17 11:05:05.012 [main] Settings - Automatic session close at end of transaction: disabled
[DEBUG] 2020-02-17 11:05:05.013 [main] Settings - Statistics: disabled
[DEBUG] 2020-02-17 11:05:05.014 [main] Settings - Deleted entity synthetic identifier rollback: disabled
[DEBUG] 2020-02-17 11:05:05.017 [main] Settings - Default entity-mode: pojo
[DEBUG] 2020-02-17 11:05:05.017 [main] Settings - Check Nullability in Core (should be disabled when Bean Validation is on): enabled
[DEBUG] 2020-02-17 11:05:05.017 [main] Settings - Allow initialization of lazy state outside session : disabled
[DEBUG] 2020-02-17 11:05:05.017 [main] Settings - Using BatchFetchStyle : LEGACY
[DEBUG] 2020-02-17 11:05:05.018 [main] Settings - Default batch fetch size: -1
[DEBUG] 2020-02-17 11:05:05.018 [main] Settings - Maximum outer join fetch depth: 2
[DEBUG] 2020-02-17 11:05:05.018 [main] Settings - Default null ordering: NONE
[DEBUG] 2020-02-17 11:05:05.018 [main] Settings - Order SQL updates by primary key: disabled
[DEBUG] 2020-02-17 11:05:05.018 [main] Settings - Order SQL inserts for batching: disabled
[DEBUG] 2020-02-17 11:05:05.018 [main] Settings - multi-tenancy strategy : NONE
[DEBUG] 2020-02-17 11:05:05.018 [main] Settings - JTA Track by Thread: enabled
[DEBUG] 2020-02-17 11:05:05.018 [main] Settings - Query language substitutions: {}
